cik,start_date,end_date,label
1281761,20071215,20101215,0
1018005,20110205,20140205,0
1486299,20050219,20080219,0
1401573,19980430,20010430,0
1314966,20151021,20181021,0
313616,19880204,19910204,0
732717,20060920,20090920,0
1579157,20130606,20160606,0
4281,20040923,20070923,0
1462586,20040330,20070330,0
719733,19980603,20010603,0
59527,20040613,20070613,0
1338613,20131013,20161013,0
316206,20120720,20150720,0
1492832,19980221,20010221,0
899715,20031207,20061207,0
1002047,20060429,20090429,0
897421,19990321,20020321,0
1173514,20050330,20080330,0
1310067,20050617,20080617,0
893739,20050327,20080327,0
1530249,20160510,20190510,0
1167470,20041015,20071015,0
1419178,20050803,20080803,0
1059386,20110828,20140828,0
30573,20091003,20121003,0
1051251,20160128,20190128,0
896156,20060825,20090825,0
830160,20000201,20030201,0
351789,20050415,20080415,0
15615,20130130,20160130,0
1333170,20081114,20111114,0
1427925,20050105,20080105,0
317540,20050617,20080617,0
1174527,19960229,19990301,0
881890,20151215,20181215,0
1094285,19960307,19990307,0
33488,20071003,20101003,0
897077,20090131,20120131,0
1485176,20101110,20131110,0
1399529,20031207,20061207,0
1487798,19990502,20020502,0
751652,20041118,20071118,0
1057689,20070526,20100526,0
1080720,19941227,19971227,0
1025996,20041118,20071118,0
883569,20000914,20030914,0
1099290,20050219,20080219,0
832428,20100313,20130313,0
722723,20050416,20080416,0
1287286,20011006,20041006,0
30697,20081106,20111106,0
1443646,20070214,20100214,0
1099590,20160121,20190121,0
765207,20130122,20160122,0
822416,19970418,20000418,0
929186,19970515,20000515,0
1016504,20080803,20110803,0
1322232,19940406,19970406,0
900075,20041229,20071229,0
947559,19970713,20000713,0
103973,20031126,20061126,0
58492,20100305,20130305,0
908785,20040611,20070611,0
1280226,20141212,20171212,0
820537,19980430,20010430,0
1077771,20050415,20080415,0
827187,20101205,20131205,0
19446,20050702,20080702,0
1292426,20131117,20161117,0
944148,19970921,20000921,0
764811,19900721,19930721,0
1379661,20050617,20080617,0
811922,20081219,20111219,0
1071598,19970319,20000319,0
1302624,20120720,20150720,0
1085869,19990514,20020514,0
1290476,20041105,20071105,0
101829,19990320,20020320,0
1434842,20090729,20120729,0
1015293,20160128,20190128,0
700564,20050531,20080531,0
1420525,19970131,20000131,0
1418135,20070616,20100616,0
943034,19970205,20000205,0
1132484,19981212,20011212,0
51434,20120126,20150126,0
837173,20060408,20090408,0
1366246,20060430,20090430,0
900422,20061231,20091231,0
1401680,20050716,20080716,0
1066194,20090208,20120208,0
1021162,19951201,19981201,0
1325702,19981202,20011202,0
1013794,19990205,20020205,0
835729,20090723,20120723,0
1204413,19980805,20010805,0
1373561,20080227,20110227,0
1063537,20141015,20171015,0
909108,20090503,20120503,0
886530,20130501,20160501,0
1057758,20130206,20160206,0
1280263,19940316,19970316,0
1483195,19961214,19991214,0
1527547,19961214,19991214,0
1411688,20120127,20150127,0
1336917,19960811,19990811,0
70318,20070401,20100401,0
857737,20060727,20090727,0
1236997,19971005,20001005,0
1289505,19980308,20010308,0
1167419,19961108,19991108,0
102754,20111208,20141208,0
846596,20071007,20101007,0
29989,19991204,20021204,0
1519817,19970806,20000806,0
8858,20090729,20120729,0
1424847,20050613,20080613,0
804055,19980220,20010220,0
70858,20040221,20070221,0
916530,19980625,20010625,0
1342958,20041126,20071126,0
1454389,20041105,20071105,0
878522,19900721,19930721,0
913760,20060430,20090430,0
1404912,19970702,20000702,0
5272,20041204,20071204,0
1066575,20160510,20190510,0
817161,20101205,20131205,0
1135906,20030302,20060302,0
886158,20080619,20110619,0
856226,19970806,20000806,0
1131072,20130912,20160912,0
1047947,20061228,20091228,0
1209028,19920924,19950924,0
1046859,20040330,20070330,0
807863,19980903,20010903,0
1506289,20120907,20150907,0
1140657,20050601,20080601,0
1466301,20121115,20151115,0
1288946,19980212,20010212,0
1109189,19970406,20000406,0
1260729,19990219,20020219,0
1053650,20081028,20111028,0
1122897,20150215,20180215,0
1474042,20131013,20161013,0
1575828,19990715,20020715,0
65201,20130816,20160816,0
720002,19970319,20000319,0
868578,19980307,20010307,0
1471458,20051111,20081111,0
1302573,19990120,20020120,0
1412067,20100321,20130321,0
1021604,20130131,20160131,0
814547,19970302,20000302,0
1567892,20010914,20040914,0
857855,20031030,20061030,0
1324592,19960222,19990222,0
1015780,20000203,20030203,0
1356462,20011107,20041107,0
1539894,20040819,20070819,0
1117733,20090729,20120729,0
1051114,20010908,20040908,0
1084048,20110828,20140828,0
1161448,19971011,20001011,0
1044777,20031130,20061130,0
1108320,20050105,20080105,0
804116,20111110,20141110,0
1004673,20050626,20080626,0
877422,20160209,20190209,0
1128361,20041202,20071202,0
1309108,20050402,20080402,0
913665,20050320,20080320,0
1323468,19980925,20010925,0
882796,20120126,20150126,0
914139,20130206,20160206,0
1273931,20030806,20060806,0
6292,20060816,20090816,0
796343,20041107,20071107,0
1058299,20010519,20040519,0
1047884,20010701,20040701,0
1051470,20050130,20080130,0
74154,19970402,20000402,0
827809,20071212,20101212,0
931148,20020816,20050816,0
1483510,20080702,20110702,0
106040,19971018,20001018,0
1303652,20060916,20090916,0
1060391,19990310,20020310,0
1337068,19971130,20001130,0
1278382,20050112,20080112,0
66382,20110312,20140312,0
895051,19941221,19971221,0
1355007,20100917,20130917,0
1013857,20070401,20100401,0
1561680,20050928,20080928,0
9984,19961214,19991214,0
1476264,20160330,20190330,0
896400,20110104,20140104,0
1376812,20010506,20040506,0
797721,20030806,20060806,0
1297341,19970427,20000427,0
1579471,20130821,20160821,0
102729,20041013,20071013,0
1042046,20160414,20190414,0
902270,19981113,20011113,0
720672,19940309,19970309,0
50725,20061228,20091228,0
1355042,20081114,20111114,0
1018003,20031119,20061119,0
761648,20130122,20160122,0
1313024,20050402,20080402,0
1467858,19981010,20011010,0
94610,19971220,20001220,0
1007330,19981209,20011209,0
1158114,20130116,20160116,0
1547638,20130606,20160606,0
911635,20081114,20111114,0
1019361,19970105,20000105,0
1132694,20071215,20101215,0
1038357,19990610,20020610,0
313364,20051014,20081014,0
1043325,20120126,20150126,0
1370880,20021229,20051229,0
1294476,19970105,20000105,0
1129446,20060408,20090408,0
891482,19920209,19950209,0
1379246,19971002,20001002,0
1549872,20051028,20081028,0
1292055,20111015,20141015,0
810136,20120310,20150310,0
822818,20080619,20110619,0
1398931,20050825,20080825,0
1391127,20111015,20141015,0
1319332,19970307,20000307,0
1159297,20000203,20030203,0
1114220,20011214,20041214,0
1135017,20130110,20160110,0
1327603,20020816,20050816,0
1138830,19991216,20021216,0
1000697,20070824,20100824,0
1404296,19970111,20000111,0
78066,20070128,20100128,0
913165,20160217,20190217,0
812191,20050713,20080713,0
1057706,20050325,20080325,0
920760,20040424,20070424,0
710846,20151021,20181021,0
353191,20050316,20080316,0
1437260,20091003,20121003,0
74303,19960719,19990719,0
49534,19960203,19990203,0
719209,19970322,20000322,0
922612,19991119,20021119,0
39311,20060203,20090203,0
72971,19891219,19921219,0
1124941,20030508,20060508,0
1178575,20040515,20070515,0
1222401,20120115,20150115,0
1343034,19970329,20000329,0
1324245,20160330,20190330,0
1477246,20160511,20190511,0
930835,20100311,20130311,0
1068851,19971019,20001019,0
25793,20160413,20190413,0
717605,19970302,20000302,0
1286131,20101112,20131112,0
93556,19980730,20010730,0
892793,20071004,20101004,0
1096738,19961218,19991218,0
1396277,20150225,20180225,0
1339553,20040417,20070417,0
1075607,19990514,20020514,0
726294,19970402,20000402,0
1283582,19981113,20011113,0
730000,20060722,20090722,0
1401564,20040613,20070613,0
1100270,20151208,20181208,0
1276520,20050717,20080717,0
876437,20150610,20180610,0
1365790,19990601,20020601,0
766421,20010615,20040615,0
1541119,20061108,20091108,0
1162328,20061119,20091119,0
1568292,20071004,20101004,0
1275791,19900817,19930817,0
888411,20080801,20110801,0
842295,19970703,20000703,0
819050,19990708,20020708,0
6207,19990708,20020708,0
800459,20041020,20071020,0
1105862,19960720,19990720,0
109156,20100313,20130313,0
874716,20060514,20090514,0
71691,19970820,20000820,0
801351,20000930,20030930,0
1091171,20050310,20080310,0
1011661,20130821,20160821,0
40987,19970717,20000717,0
67215,20120322,20150322,0
1429260,19960922,19990922,0
318673,20051124,20081124,0
8146,20160121,20190121,0
1324205,19990214,20020214,0
1283683,20010111,20040111,0
731653,20020707,20050707,0
899460,20010506,20040506,0
879585,19960502,19990502,0
352363,20110317,20140317,0
1376556,20051230,20081230,0
1538267,19980625,20010625,0
1093428,19971120,20001120,0
704532,20120401,20150401,0
1490286,19981213,20011213,0
715957,20050331,20080331,0
1065087,20060910,20090910,0
937136,20070427,20100427,0
1495320,19980730,20010730,0
846901,20120112,20150112,0
1284818,20010228,20040228,0
1327012,20040515,20070515,0
1002388,20131013,20161013,0
18532,20031030,20061030,0
813779,20130322,20160322,0
1339048,20000930,20030930,0
1085280,19940401,19970401,0
1223389,19971018,20001018,0
26076,19990627,20020627,0
944314,20040220,20070220,0
813619,20000520,20030520,0
1384101,20131117,20161117,0
1030469,19960720,19990720,0
1390478,19991114,20021114,0
1487052,19990205,20020205,0
895456,20010929,20040929,0
96021,19980925,20010925,0
1001426,20010908,20040908,0
750686,20081213,20111213,0
880117,20051101,20081101,0
930828,20050505,20080505,0
847411,20061101,20091101,0
831259,20160310,20190310,0
860188,19970813,20000813,0
1137393,20140129,20170129,0
1253327,20050511,20080511,0
885725,20081219,20111219,0
874710,19980903,20010903,0
1009759,19900722,19930722,0
1293200,20080911,20110911,0
729217,19981201,20011201,0
1559053,20010615,20040615,0
923796,20160415,20190415,0
895419,20140810,20170810,0
1021010,20090724,20120724,0
896923,20040915,20070915,0
718924,19860115,19890115,0
1241199,20050819,20080819,0
1489136,19990629,20020629,0
798941,19970515,20000515,0
759828,19980301,20010301,0
1038339,20111015,20141015,0
1521332,19971005,20001005,0
1327364,19990220,20020220,0
1302709,19980213,20010213,0
880285,19980213,20010213,0
1166258,20160320,20190320,0
36029,20160510,20190510,0
1114483,20130920,20160920,0
862022,20071214,20101214,0
884152,20090128,20120128,0
1337619,19860115,19890115,0
909494,19971019,20001019,0
1574540,19960125,19990125,0
72573,20050915,20080915,0
1025536,19951220,19981220,0
1129155,19951201,19981201,0
722104,19971010,20001010,0
55529,20021129,20051129,0
904112,19980205,20010205,0
1480999,19980625,20010625,0
1280784,19970105,20000105,0
716634,19980114,20010114,0
741516,20130206,20160206,0
79732,20040314,20070314,0
1122342,20160414,20190414,0
33992,19990715,20020715,0
40730,19980729,20010729,0
42582,20070616,20100616,0
830487,20041126,20071126,0
1090118,19980206,20010206,0
1323520,20130802,20160802,0
859139,20071215,20101215,0
1345126,20011102,20041102,0
1368308,20020823,20050823,0
1322866,20040623,20070623,0
889331,19990815,20020815,0
1575051,19980205,20010205,0
928658,20160301,20190301,0
1581068,20021229,20051229,0
850460,20011107,20041107,0
1288359,20041015,20071015,0
99302,20140810,20170810,0
887126,20120523,20150523,0
908255,20130511,20160511,0
319201,19980205,20010205,0
1368622,20120916,20150916,0
22356,19990528,20020528,0
1574085,20060910,20090910,0
1368582,20080119,20110119,0
749935,20050818,20080818,0
902791,20090909,20120909,0
30305,20120916,20150916,0
855237,20120504,20150504,0
314808,20050405,20080405,0
1575965,19961206,19991206,0
1008586,20081016,20111016,0
108107,20040303,20070303,0
1403385,19980805,20010805,0
1395325,19970313,20000313,0
849213,20120127,20150127,0
858339,19980417,20010417,0
1520744,19981213,20011213,0
1453814,20061228,20091228,0
1291000,19990928,20020928,0
1430501,20120223,20150223,0
1226308,20000930,20030930,0
45012,19980308,20010308,0
1157377,19990220,20020220,0
944745,19990629,20020629,0
917251,19990825,20020825,0
350917,20060511,20090511,0
1142701,20011107,20041107,0
808011,20040129,20070129,0
916789,19981114,20011114,0
880892,19990914,20020914,0
1329361,19920321,19950321,0
97196,20031227,20061227,0
1570318,20130306,20160306,0
1367064,20061108,20091108,0
1213169,20141015,20171015,0
29905,19990715,20020715,0
4187,19940202,19970202,0
54187,19961219,19991219,0
1524769,20070128,20100128,0
1568669,19940113,19970113,0
719739,19980625,20010625,0
1092042,20120126,20150126,0
922341,20160313,20190313,0
230463,20070215,20100215,0
1431676,19970808,20000808,0
852772,20071215,20101215,0
885590,19971011,20001011,0
1137861,20050709,20080709,0
1050446,19990321,20020321,0
1222719,19991119,20021119,0
1552890,19961023,19991023,0
1102266,20050219,20080219,0
1334303,20080911,20110911,0
104889,19970307,20000307,0
1031028,20140204,20170204,0
1001902,20030425,20060425,0
1567345,20140508,20170508,0
202058,19940313,19970313,0
799195,20040530,20070530,0
1513965,20130912,20160912,0
918160,19990310,20020310,0
1174164,20100711,20130711,0
1581908,19990310,20020310,0
61398,20050623,20080623,0
1452217,19971114,20001114,0
350066,20080316,20110316,0
203527,20081119,20111119,0
1541927,19950729,19980729,0
203596,20141212,20171212,0
888165,20120523,20150523,0
1393299,20041019,20071019,0
1319572,20080829,20110829,0
1059131,19970918,20000918,0
876167,19971018,20001018,0
76334,20050420,20080420,0
16099,20050810,20080810,0
1006030,19990924,20020924,0
847322,20100313,20130313,0
46129,20050206,20080206,0
875582,20160209,20190209,0
1028215,20000930,20030930,0
717720,20071215,20101215,0
225602,20061231,20091231,0
1367705,19991017,20021017,0
914329,19950217,19980217,0
879407,20050825,20080825,0
1498301,20050320,20080320,0
1338360,19900721,19930721,0
912595,19990219,20020219,0
796764,20160121,20190121,0
1017968,20050714,20080714,0
1013606,19930603,19960603,0
1573097,20070428,20100428,0
1050112,20030921,20060921,0
1072847,20131207,20161207,0
912263,20090311,20120311,0
825542,20120310,20150310,0
74818,20040515,20070515,0
914122,20120523,20150523,0
1137390,20100305,20130305,0
912145,20000203,20030203,0
1279228,20060820,20090820,0
720154,20000520,20030520,0
86144,19911030,19941030,0
870778,20110204,20140204,0
789019,20010519,20040519,0
1536035,20100916,20130916,0
1312928,20160511,20190511,0
1338065,19980308,20010308,0
835333,20071004,20101004,0
1283721,20150215,20180215,0
56873,20150807,20180807,0
811831,19981212,20011212,0
1144519,20021015,20051015,0
1398659,19920209,19950209,0
1110783,19940911,19970911,0
1037390,20050626,20080626,0
1431567,20000429,20030429,0
929351,20090208,20120208,0
1086745,19990311,20020311,0
737468,20000329,20030329,0
1547341,19970208,20000208,0
1402436,19970417,20000417,0
820736,20060514,20090514,0
1090425,20050626,20080626,0
1344970,20150415,20180415,0
1059324,20071004,20101004,0
1578318,20150811,20180811,0
806085,20051025,20081025,0
808047,20150904,20180904,0
1575311,19860115,19890115,0
1125057,20050219,20080219,0
21175,20061007,20091007,0
217346,19981011,20011011,0
1170895,20100806,20130806,0
1396167,19980213,20010213,0
1488613,20060928,20090928,0
1289169,19990205,20020205,0
1195738,20060315,20090315,0
846931,19980913,20010913,0
867773,19981212,20011212,0
1418091,20081113,20111113,0
67347,20110826,20140826,0
39273,20050415,20080415,0
1060390,20020823,20050823,0
1064863,20100311,20130311,0
51253,20010506,20040506,0
886948,20101110,20131110,0
1325098,20020202,20050202,0
1374783,19950715,19980715,0
749038,20001216,20031216,0
1399541,20081028,20111028,0
31462,19980306,20010306,0
863157,20030921,20060921,0
67716,19981031,20011031,0
1502012,19970205,20000205,0
30371,20151003,20181003,0
861361,20020130,20050130,0
1080034,20050219,20080219,0
1168335,20050716,20080716,0
93284,20000624,20030624,0
1495222,20090131,20120131,0
1023291,19970111,20000111,0
9092,19990528,20020528,0
915778,19970801,20000801,0
1087788,19981202,20011202,0
812801,20080829,20110829,0
895651,20100711,20130711,0
1434589,20130830,20160830,0
1273813,20120203,20150203,0
1126234,20000512,20030512,0
18926,20110930,20140930,0
889971,20080119,20110119,0
1051512,20160510,20190510,0
1304740,20071129,20101129,0
1123270,20090729,20120729,0
16614,20070428,20100428,0
14803,20040623,20070623,0
1036960,20000130,20030130,0
1295401,19970329,20000329,0
836102,20000514,20030514,0
1280058,19971220,20001220,0
1035267,19980308,20010308,0
57139,20150630,20180630,0
874506,20080809,20110809,0
806628,20070401,20100401,0
1141391,20050818,20080818,0
1347815,20010611,20040611,0
909112,20030508,20060508,0
37472,19950907,19980907,0
1587732,20020928,20050928,0
921825,20020823,20050823,0
356028,20041001,20071001,0
1167294,19930114,19960114,0
1333513,20050310,20080310,0
354655,20010914,20040914,0
3982,20081214,20111214,0
1070985,19990914,20020914,0
844790,20051029,20081029,0
1275902,20030427,20060427,0
1357361,19970201,20000201,0
1003950,20120111,20150111,0
81362,20060730,20090730,0
78003,20070519,20100519,0
929545,20001006,20031006,0
1379400,19970718,20000718,0
1067294,19970201,20000201,0
1070081,20010228,20040228,0
719662,19900721,19930721,0
1077688,20041201,20071201,0
1556593,19970807,20000807,0
1075880,20020419,20050419,0
97210,20041229,20071229,0
1130166,20100210,20130210,0
807707,20150331,20180331,0
1032067,20150430,20180430,0
1069533,20060203,20090203,0
23082,20150215,20180215,0
826154,20010701,20040701,0
882150,19990610,20020610,0
1300391,20000324,20030324,0
891532,20100210,20130210,0
1090012,20080730,20110730,0
890465,20041118,20071118,0
826326,19940318,19970318,0
106640,20090909,20120909,0
1411488,20070121,20100121,0
1255474,20100421,20130421,0
93859,20020918,20050918,0
1303330,20000429,20030429,0
1498021,19971011,20001011,0
1581990,20100411,20130411,0
1368458,20090324,20120324,0
886239,20060910,20090910,0
798287,20070520,20100520,0
1026114,20020707,20050707,0
1364885,20000319,20030319,0
10329,19970430,20000430,0
1095291,20020707,20050707,0
98677,19930120,19960120,0
932696,20000329,20030329,0
820318,19931105,19961105,0
110471,19971102,20001102,0
918686,20030123,20060123,0
1141688,20120413,20150413,0
1100397,20080911,20110911,0
1095996,20050327,20080327,0
886137,20151024,20181024,0
740971,20021129,20051129,0
1062231,20021229,20051229,0
48039,19990519,20020519,0
1549966,20061108,20091108,0
919893,20051029,20081029,0
878526,20100916,20130916,0
65172,20080223,20110223,0
1135152,20090128,20120128,0
1009626,19960202,19990202,0
102756,20000201,20030201,0
831967,20010207,20040207,0
903127,20080227,20110227,0
1466815,19990619,20020619,0
1397187,20050616,20080616,0
1098574,20101110,20131110,0
1168786,20050415,20080415,0
70684,20031114,20061114,0
68270,20020619,20050619,0
1244937,20010519,20040519,0
101778,19970720,20000720,0
1468174,20090617,20120617,0
718916,20120927,20150927,0
1323653,19940202,19970202,0
1094392,20050318,20080318,0
1082506,19990120,20020120,0
901243,20081119,20111119,0
1101239,20040731,20070731,0
75677,19980224,20010224,0
1068002,20050513,20080513,0
101984,20100210,20130210,0
84246,19980430,20010430,0
1556739,20050922,20080922,0
1091862,19991031,20021031,0
1378453,20041013,20071013,0
859222,19990905,20020905,0
1364856,20051111,20081111,0
1265131,19940123,19970123,0
1321746,20080316,20110316,0
1386858,20160413,20190413,0
1113784,20000901,20030901,0
315131,20050405,20080405,0
866873,20160415,20190415,0
800457,20070708,20100708,0
1340652,20120516,20150516,0
1408356,20020214,20050214,0
72911,20131112,20161112,0
1277406,20051106,20081106,0
1392972,20071004,20101004,0
792641,20000624,20030624,0
1058234,19990214,20020214,0
805305,20070128,20100128,0
1163958,20040220,20070220,0
878088,19920924,19950924,0
1545406,20140402,20170402,0
874766,20120315,20150315,0
1305767,20110828,20140828,0
1011835,20160209,20190209,0
1254370,20130606,20160606,0
1386198,20050922,20080922,0
946581,20050810,20080810,0
851170,20120727,20150727,0
909832,20130110,20160110,0
1068717,19971116,20001116,0
1581934,19981216,20011216,0
1395627,20050819,20080819,0
1008817,19980628,20010628,0
1099941,20000903,20030903,0
1083318,20160416,20190416,0
1425565,20050320,20080320,0
703360,20010526,20040526,0
78536,19980805,20010805,0
1573516,20021227,20051227,0
1133311,20050713,20080713,0
1375340,20060105,20090105,0
1263762,20010908,20040908,0
1006424,19990311,20020311,0
1279363,19990602,20020602,0
1411583,19991119,20021119,0
1320947,20150724,20180724,0
1162139,20060729,20090729,0
1525287,20100916,20130916,0
1093902,20151215,20181215,0
1157780,20030629,20060629,0
105016,20050707,20080707,0
1374535,20111110,20141110,0
1412109,20050709,20080709,0
1350381,20040902,20070902,0
19411,19980114,20010114,0
10254,20071214,20101214,0
313716,19990627,20020627,0
875320,20050303,20080303,0
1089443,19950721,19980721,0
1522807,20160413,20190413,0
276889,20070428,20100428,0
1478950,20040407,20070407,0
1320414,19980925,20010925,0
1541401,20130306,20160306,0
726517,20020508,20050508,0
854800,20060820,20090820,0
1372020,19970515,20000515,0
1010552,20060730,20090730,0
80424,20080412,20110412,0
77476,20030123,20060123,0
1120462,20160313,20190313,0
1007273,20060511,20090511,0
98338,20060108,20090108,0
1340041,20091014,20121014,0
1355823,20080730,20110730,0
787253,19970208,20000208,0
58592,20150430,20180430,0
1081078,19930120,19960120,0
831655,20071018,20101018,0
1537054,19991023,20021023,0
1331931,20160217,20190217,0
1477156,20031207,20061207,0
737758,20110312,20140312,0
879957,19991031,20021031,0
1526329,20030906,20060906,0
797465,20050105,20080105,0
1139650,20010506,20040506,0
706129,20051110,20081110,0
1347384,20160514,20190514,0
887546,20110930,20140930,0
1135971,20080214,20110214,0
350852,19990715,20020715,0
893821,20070808,20100808,0
1468944,20041215,20071215,0
888410,20101110,20131110,0
14846,20110204,20140204,0
1024657,20001216,20031216,0
918386,20130816,20160816,0
1265316,20110204,20140204,0
79958,20110930,20140930,0
1290903,20160217,20190217,0
1395999,20040810,20070810,0
1187520,20070201,20100201,0
835887,19990321,20020321,0
1297401,19980730,20010730,0
1162461,20081003,20111003,0
1424454,19950113,19980113,0
885307,19941221,19971221,0
1412495,20070516,20100516,0
1026304,19991204,20021204,0
1018979,20100618,20130618,0
353569,19930130,19960130,0
1332283,20050331,20080331,0
894627,20010107,20040107,0
879575,19971220,20001220,0
8063,20050310,20080310,0
1275617,20060408,20090408,0
1222929,19980730,20010730,0
830474,20050731,20080731,0
1576340,20081214,20111214,0
1533932,19990514,20020514,0
350750,19971005,20001005,0
1108967,19950420,19980420,0
1001039,20050513,20080513,0
1004434,19950729,19980729,0
1051848,20041003,20071003,0
1322979,20070315,20100315,0
918581,19970716,20000716,0
1062379,20070315,20100315,0
898293,19940202,19970202,0
1262039,20080104,20110104,0
706688,19960922,19990922,0
1312206,20110818,20140818,0
1590714,19981213,20011213,0
866273,20010803,20040803,0
1040971,20120509,20150509,0
717538,20050819,20080819,0
66479,19940629,19970629,0
1588216,20070315,20100315,0
1182325,19971211,20001211,0
878520,20061119,20091119,0
1304623,19980114,20010114,0
1002225,20070128,20100128,0
1003344,20040219,20070219,0
912562,20040723,20070723,0
867374,20050819,20080819,0
1134224,19990214,20020214,0
1423593,20041019,20071019,0
1289236,19950122,19980122,0
912093,20090909,20120909,0
1173204,19960110,19990110,0
1070494,20130206,20160206,0
883618,20110104,20140104,0
864683,19970111,20000111,0
56047,20140629,20170629,0
829750,20000201,20030201,0
30419,19970716,20000716,0
1499961,20150430,20180430,0
1181250,19990904,20020904,0
719241,20090530,20120530,0
1403568,20100618,20130618,0
1005969,20120224,20150224,0
1406591,19970307,20000307,0
916907,19990124,20020124,0
1001082,20010926,20040926,0
927355,20040810,20070810,0
1120246,20000514,20030514,0
1077618,20120224,20150224,0
764579,20060430,20090430,0
1310114,20150415,20180415,0
1520262,20140508,20170508,0
1024623,20060820,20090820,0
890340,20080702,20110702,0
799233,20150415,20180415,0
1188303,19950622,19980622,0
1379785,19970105,20000105,0
1065865,20051101,20081101,0
1079577,20101110,20131110,0
1216596,20050209,20080209,0
1018833,20041105,20071105,0
891106,20050302,20080302,0
1550603,20150916,20180916,0
36032,20091031,20121031,0
1398090,19970305,20000305,0
1050743,20061230,20091230,0
789460,20100421,20130421,0
900724,20111231,20141231,0
1393744,20030112,20060112,0
1059790,20010517,20040517,0
906163,20150807,20180807,0
715072,19990721,20020721,0
1291334,19900817,19930817,0
896264,19930130,19960130,0
936528,20160313,20190313,0
770460,20040911,20070911,0
1464963,20040911,20070911,0
1037976,20040902,20070902,0
1041803,19920924,19950924,0
1060021,20020109,20050109,0
1409493,19981004,20011004,0
1562594,20090702,20120702,0
1105472,19970427,20000427,0
1045742,19990321,20020321,0
276242,20140402,20170402,0
1396009,20060105,20090105,0
1524472,20060817,20090817,0
1040829,19980213,20010213,0
1365216,20070216,20100216,0
800458,20130830,20160830,0
894405,19971018,20001018,0
1295664,20121014,20151014,0
105805,19980329,20010329,0
351569,19931105,19961105,0
1357326,19960915,19990915,0
1089094,20020329,20050329,0
1527349,19970322,20000322,0
908315,19980729,20010729,0
893949,20050617,20080617,0
891188,19980225,20010225,0
1365135,20080803,20110803,0
350894,19980625,20010625,0
1041379,19970808,20000808,0
44545,20000201,20030201,0
1278460,19990708,20020708,0
1084887,20060702,20090702,0
1050441,20081106,20111106,0
1156039,19990131,20020131,0
1297968,20130122,20160122,0
1407038,19980604,20010604,0
1041859,19970418,20000418,0
66960,20110317,20140317,0
906338,20080412,20110412,0
1381531,20071215,20101215,0
1398987,19980523,20010523,0
1116942,19981114,20011114,0
1315695,19981031,20011031,0
1024124,19880204,19910204,0
1350653,20060624,20090624,0
32689,20120720,20150720,0
315189,19990715,20020715,0
1062438,20070328,20100328,0
314489,20110312,20140312,0
1016281,20010701,20040701,0
1528930,20160128,20190128,0
1110647,19910516,19940516,0
793421,20160121,20190121,0
1230869,19980729,20010729,0
29332,19970801,20000801,0
1299969,19970515,20000515,0
768411,19981127,20011127,0
1093557,20040515,20070515,0
1106838,20010517,20040517,0
799231,19990617,20020617,0
1166789,19981211,20011211,0
1585064,20120927,20150927,0
1389611,19991015,20021015,0
1476150,19930110,19960110,0
1176309,20031227,20061227,0
1108205,20150415,20180415,0
1355795,19970806,20000806,0
40545,20050928,20080928,0
1158863,20110806,20140806,0
1524358,20090128,20120128,0
1546296,20020109,20050109,0
1000694,20151021,20181021,0
1346830,19960915,19990915,0
917273,19960831,19990831,0
1434729,20020220,20050220,0
1586049,20060928,20090928,0
877463,20030214,20060214,0
1061630,20060624,20090624,0
1157647,20000202,20030202,0
102426,20050626,20080626,0
795618,20050501,20080501,0
96943,19980225,20010225,0
1116521,20041110,20071110,0
791718,20101205,20131205,0
1371217,20080104,20110104,0
1056696,19960307,19990307,0
1058239,19981209,20011209,0
813621,20060203,20090203,0
277948,19940202,19970202,0
1490930,19950721,19980721,0
887733,20041105,20071105,0
859796,20151112,20181112,0
1525201,19970330,20000330,0
1371781,20100311,20130311,0
1409134,19970406,20000406,0
1213037,20071215,20101215,0
1400897,20040219,20070219,0
278166,20120720,20150720,0
1411158,20050330,20080330,0
1124827,20020214,20050214,0
1074771,19940911,19970911,0
1102643,20030425,20060425,0
1011570,20101110,20131110,0
1389170,19970430,20000430,0
1407384,19980124,20010124,0
1136294,20081119,20111119,0
1504234,20041231,20071231,0
69633,20160514,20190514,0
1581164,20070708,20100708,0
1063942,20100924,20130924,0
931336,20030112,20060112,0
1329919,20050928,20080928,0
1070336,20140710,20170710,0
1385280,19991208,20021208,0
1066605,20050331,20080331,0
776008,20120523,20150523,0
82166,20160217,20190217,0
1351541,19950622,19980622,0
870826,19911030,19941030,0
1306830,19951220,19981220,0
1107563,20160414,20190414,0
775368,20040915,20070915,0
1495240,20160121,20190121,0
935494,20060511,20090511,0
1379763,19970807,20000807,0
766704,20160329,20190329,0
1126328,19980213,20010213,0
1136352,20080816,20110816,0
1084752,19991119,20021119,0
1573312,20010701,20040701,0
1047166,19991204,20021204,0
1563665,20130813,20160813,0
928054,20140715,20170715,0
1473061,19940911,19970911,0
926844,19981217,20011217,0
1534675,19971114,20001114,0
1337553,19981201,20011201,0
1465885,20101012,20131012,0
1311131,20030403,20060403,0
1285890,20070121,20100121,0
53669,19970702,20000702,0
1437107,20111103,20141103,0
707549,20070410,20100410,0
50104,20060727,20090727,0
1282266,19930603,19960603,0
1538822,20081003,20111003,0
1169055,20050707,20080707,0
723603,20050302,20080302,0
1434588,20100311,20130311,0
1546640,20151112,20181112,0
1387467,20121115,20151115,0
